container,scenario,impact_method,impact_type,unit,process,value,life_cycle
aluminium,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-0.00411,end-of-life
aluminium,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,7.07e-5,end-of-life
aluminium,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,3.8e-4,production
aluminium,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
aluminium,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,1.21e-11,transportation
aluminium,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA,transportation
aluminium,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.07e-10,transportation
aluminium,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,us_diesel_mix_at_refinery_ts,6.29e-4,transportation
aluminium,recycling_0,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,us_electricity_grid_mix_ts,1.44e-4,production
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,total_impact,5.04e-5,total_impact
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,eu_28_ferro_metals_on_landfill_ts,2.22e-7,end-of-life
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,6.67e-5,production
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-2.43e-5,end-of-life
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,9.61e-7,end-of-life
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,4.46e-6,production
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,8.78e-8,transportation
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,7.19e-8,transportation
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA,transportation
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,6.35e-7,transportation
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,us_diesel_mix_at_refinery_ts,8.61e-7,transportation
aluminium,recycling_0,TRACI 2.1,Eutrophication ,kg N eq.,us_electricity_grid_mix_ts,7.42e-7,production
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,total_impact,0.382,total_impact
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,eu_28_ferro_metals_on_landfill_ts,0.00171,end-of-life
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,0.53,production
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-0.193,end-of-life
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,0.00735,end-of-life
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,0.0253,production
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.4e-4,transportation
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,4.2e-4,transportation
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA,transportation
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,0.00359,transportation
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,us_diesel_mix_at_refinery_ts,5.12e-4,transportation
aluminium,recycling_0,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,us_electricity_grid_mix_ts,0.00645,production
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact,1.59e-4,total_impact
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu_28_ferro_metals_on_landfill_ts,3.88e-7,end-of-life
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,2.41e-4,production
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-8.78e-5,end-of-life
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,7.03e-7,end-of-life
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,3.34e-6,production
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,6.68e-8,transportation
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,2.04e-8,transportation
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA,transportation
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.67e-7,transportation
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_diesel_mix_at_refinery_ts,9.68e-8,transportation
aluminium,recycling_0,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_electricity_grid_mix_ts,6.48e-7,production
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,total_impact,1.6e-10,total_impact
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,eu_28_ferro_metals_on_landfill_ts,5.04e-12,end-of-life
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,2.24e-10,production
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-8.17e-11,end-of-life
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,1.12e-12,end-of-life
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,6.75e-12,production
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,5.62e-17,transportation
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA,transportation
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,4.95e-16,transportation
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,us_diesel_mix_at_refinery_ts,2.85e-12,transportation
aluminium,recycling_0,TRACI 2.1,Human toxicity,cancer (recommended) ,us_electricity_grid_mix_ts,1.48e-12,production
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,total_impact,1.46e-8,total_impact
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,eu_28_ferro_metals_on_landfill_ts,5.83e-10,end-of-life
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,2.12e-8,production
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-7.74e-9,end-of-life
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,2.24e-11,end-of-life
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,1.62e-10,production
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,1.42e-17,transportation
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA,transportation
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.25e-16,transportation
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,us_diesel_mix_at_refinery_ts,2.25e-10,transportation
aluminium,recycling_0,TRACI 2.1,Human toxicity,non-canc. (recommended) ,us_electricity_grid_mix_ts,1.26e-10,production
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,total_impact,5.52e-12,total_impact
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu_28_ferro_metals_on_landfill_ts,5.55e-18,end-of-life
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,7.73e-12,production
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-2.82e-12,end-of-life
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,8.36e-14,end-of-life
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,5.25e-13,production
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA,transportation
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA,transportation
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,NA,transportation
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,us_diesel_mix_at_refinery_ts,4.97e-19,transportation
aluminium,recycling_0,TRACI 2.1,Ozone Depletion Air ,kg CFC 11 eq.,us_electricity_grid_mix_ts,3.11e-17,production
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,total_impact,0.413,total_impact
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,eu_28_ferro_metals_on_landfill_ts,0.00344,end-of-life
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,0.534,production
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-0.194,end-of-life
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,0.0145,end-of-life
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,0.04,production
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,NA,transportation
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA,transportation
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,NA,transportation
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,us_diesel_mix_at_refinery_ts,0.0088,transportation
aluminium,recycling_0,TRACI 2.1,Resources,Fossil fuels ,us_electricity_grid_mix_ts,0.0067,production
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,total_impact,0.0202,total_impact
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,eu_28_ferro_metals_on_landfill_ts,9.32e-5,end-of-life
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,0.0284,production
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-0.0104,end-of-life
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,3.65e-4,end-of-life
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,0.00116,production
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,4.97e-5,transportation
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,2.6e-5,transportation
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,NA,transportation
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,2.3e-4,transportation
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,us_diesel_mix_at_refinery_ts,3.91e-5,transportation
aluminium,recycling_0,TRACI 2.1,Smog Air ,kg O3 eq.,us_electricity_grid_mix_ts,1.4e-4,production
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,total_impact,2.02e-4,total_impact
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,eu_28_ferro_metals_on_landfill_ts,NA,end-of-life
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,0.00254,production
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-0.00247,end-of-life
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,4.53e-5,end-of-life
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,5.77e-5,production
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.39e-6,transportation
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,1.12e-6,transportation
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,2.25e-6,transportation
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,9.94e-6,transportation
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,us_diesel_mix_at_refinery_ts,2.5e-6,transportation
aluminium,recycling_100,TRACI 2.1,Acidification ,kg SO2 eq.,us_electricity_grid_mix_ts,9.8199999999999992e-06,production
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,total_impact,0.00179,total_impact
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu_28_ferro_metals_on_landfill_ts,NA,end-of-life
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,0.0113,production
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-0.011,end-of-life
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,1.88e-4,end-of-life
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,3.8e-4,production
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,NA,transportation
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,1.21e-11,transportation
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,2.42e-11,transportation
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.07e-10,transportation
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,us_diesel_mix_at_refinery_ts,7.57e-4,transportation
aluminium,recycling_100,TRACI 2.1,Ecotoxicity (recommended) ,CTUe,us_electricity_grid_mix_ts,1.44e-4,production
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,total_impact,1.16e-5,total_impact
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,eu_28_ferro_metals_on_landfill_ts,NA,end-of-life
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,6.67e-5,production
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-6.48e-5,end-of-life
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,2.56e-6,end-of-life
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,4.46e-6,production
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,8.78e-8,transportation
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,7.19e-8,transportation
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,1.44e-7,transportation
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,6.35e-7,transportation
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,us_diesel_mix_at_refinery_ts,1.04e-6,transportation
aluminium,recycling_100,TRACI 2.1,Eutrophication ,kg N eq.,us_electricity_grid_mix_ts,7.42e-7,production
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,total_impact,0.0719,total_impact
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,eu_28_ferro_metals_on_landfill_ts,NA,end-of-life
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,0.53,production
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-0.515,end-of-life
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,0.0196,end-of-life
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,0.0253,production
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,1.4e-4,transportation
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,4.2e-4,transportation
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,8.41e-4,transportation
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,0.00359,transportation
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,us_diesel_mix_at_refinery_ts,6.16e-4,transportation
aluminium,recycling_100,TRACI 2.1,Global Warming Air,incl. biogenic carbon ,us_electricity_grid_mix_ts,0.00645,production
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,total_impact,1.31e-5,total_impact
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu_28_ferro_metals_on_landfill_ts,NA,end-of-life
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,2.41e-4,production
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-2.34e-4,end-of-life
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,1.88e-6,end-of-life
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,eu28_efta_turkey_aluminium_sheet_2015_european_aluminium_p_agg,3.34e-6,production
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_rail_transport_cargo_diesel_average_train_gross_tonne_weight_1_000t_726t_payload_capacity_ts_u_so,6.68e-8,transportation
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so,2.04e-8,transportation
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_20_26t_gross_weight_17_3t_payload_capacity_ts_u_so_2,4.08e-8,transportation
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,glo_truck_euro_5_28_32t_gross_weight_22t_payload_capacity_ts_u_so,1.67e-7,transportation
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_diesel_mix_at_refinery_ts,1.16e-7,transportation
aluminium,recycling_100,TRACI 2.1,Human Health Particulate Air ,kg PM2.5 eq.,us_electricity_grid_mix_ts,6.48e-7,production
aluminium,recycling_100,TRACI 2.1,Human toxicity,cancer (recommended) ,total_impact,2.1e-11,total_impact
aluminium,recycling_100,TRACI 2.1,Human toxicity,cancer (recommended) ,eu_28_ferro_metals_on_landfill_ts,NA,end-of-life
aluminium,recycling_100,TRACI 2.1,Human toxicity,cancer (recommended) ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium,2.24e-10,production
aluminium,recycling_100,TRACI 2.1,Human toxicity,cancer (recommended) ,eu28_efta_primary_aluminium_ingot_consumption_mix_2015_european_aluminium_2,-2.18e-10,end-of-life
aluminium,recycling_100,TRACI 2.1,Human toxicity,cancer (recommended) ,eu28_efta_turkey_aluminium_remelting_wrought_alloys_ingot_from_scrap_2015_european_aluminium_p_agg,2.97e-12,end-of-life
